timestamp,open,high,low,close,volume
2025-08-21 06:45:00+00:00,44770.41,44784.15,44755.09,44771.97,1025203
2025-08-21 06:50:00+00:00,44771.59,44781.61,44761.07,44771.06,1027220
2025-08-21 06:55:00+00:00,44769.65,44785.61,44760.32,44772.89,1038657
2025-08-21 07:00:00+00:00,44774.24,44789.75,44760.32,44772.63,1036855
2025-08-21 07:05:00+00:00,44776.41,44785.94,44758.51,44771.1,1019757
2025-08-21 07:10:00+00:00,44775.8,44790.63,44766.49,44774.9,932454
2025-08-21 07:15:00+00:00,44772.36,44791.48,44757.98,44778.47,934249
2025-08-21 07:20:00+00:00,44779.11,44788.15,44756.19,44770.33,1001541
2025-08-21 07:25:00+00:00,44766.54,44780.29,44753.67,44767.18,934261
2025-08-21 07:30:00+00:00,44767.03,44784.1,44752.6,44769.51,973678
2025-08-21 07:35:00+00:00,44767.29,44782.43,44756.52,44765.81,1014242
2025-08-21 07:40:00+00:00,44770.87,44783.38,44751.91,44767.47,996421
2025-08-21 07:45:00+00:00,44763.84,44780.97,44755.04,44767.71,996701
2025-08-21 07:50:00+00:00,44766.99,44782.98,44755.97,44768.34,911984
2025-08-21 07:55:00+00:00,44763.42,44775.85,44752.78,44765.87,978796
2025-08-21 08:00:00+00:00,44765.99,44784.14,44755.59,44771.5,1045224
2025-08-21 08:05:00+00:00,44771.62,44781.5,44762.58,44772.43,1032216
2025-08-21 08:10:00+00:00,44772.97,44785.4,44758.31,44774.94,972631
2025-08-21 08:15:00+00:00,44771.77,44794.69,44760.76,44779.62,947015
2025-08-21 08:20:00+00:00,44783.27,44829.02,44768.66,44814.81,2030294
2025-08-21 08:25:00+00:00,44815.43,44844.8,44801.37,44832.65,1913852
2025-08-21 08:30:00+00:00,44832.21,44873.86,44817.03,44859.88,1999556
2025-08-21 08:35:00+00:00,44858.49,44907.45,44844.72,44894.29,2125528
2025-08-21 08:40:00+00:00,44896.58,44940.67,44885.42,44926.45,2017238
2025-08-21 08:45:00+00:00,44925.94,44940.0,44911.97,44925.74,1022227
2025-08-21 08:50:00+00:00,44924.29,44934.07,44909.54,44925.81,1020267
2025-08-21 08:55:00+00:00,44924.94,44940.15,44913.89,44926.38,1034946
2025-08-21 09:00:00+00:00,44925.81,44934.91,44911.02,44925.11,936280
2025-08-21 09:05:00+00:00,44922.97,44939.07,44907.61,44924.47,1023081
2025-08-21 09:10:00+00:00,44923.68,44943.46,44912.11,44930.86,999919
2025-08-21 09:15:00+00:00,44932.02,44941.75,44913.04,44927.19,991885
2025-08-21 09:20:00+00:00,44927.99,44938.5,44912.81,44923.31,1051186
2025-08-21 09:25:00+00:00,44926.01,44941.98,44904.88,44919.99,1022135
2025-08-21 09:30:00+00:00,44919.5,44937.91,44910.5,44928.1,973833
2025-08-21 09:35:00+00:00,44931.79,44941.2,44913.68,44928.56,965785
2025-08-21 09:40:00+00:00,44929.29,44939.42,44914.63,44926.85,1011869
2025-08-21 09:45:00+00:00,44926.75,44939.04,44914.79,44925.95,1020140
2025-08-21 09:50:00+00:00,44927.43,44942.83,44918.53,44933.73,1015518
2025-08-21 09:55:00+00:00,44930.21,44945.97,44916.59,44926.25,994003
2025-08-21 10:00:00+00:00,44925.32,44933.64,44909.19,44919.71,1090309
2025-08-21 10:05:00+00:00,44917.76,44932.6,44902.71,44920.88,992929
2025-08-21 10:10:00+00:00,44921.17,44934.83,44901.77,44916.57,1042506
2025-08-21 10:15:00+00:00,44915.38,44930.55,44901.33,44921.21,984448
2025-08-21 10:20:00+00:00,44917.96,44930.79,44902.47,44920.15,992351
2025-08-21 10:25:00+00:00,44922.66,44938.38,44908.71,44921.32,1007013
2025-08-21 10:30:00+00:00,44920.37,44936.81,44907.23,44923.19,951465
2025-08-21 10:35:00+00:00,44925.2,44938.74,44905.08,44919.76,1053908
2025-08-21 10:40:00+00:00,44923.12,44935.53,44908.3,44922.46,954942
2025-08-21 10:45:00+00:00,44922.02,44948.57,44910.27,44932.9,1006553
2025-08-21 10:50:00+00:00,44931.95,44945.79,44917.84,44926.52,1042889
2025-08-21 10:55:00+00:00,44923.91,44936.48,44912.28,44928.17,998020
2025-08-21 11:00:00+00:00,44926.1,44939.07,44916.32,44926.32,948419
2025-08-21 11:05:00+00:00,44928.53,44940.16,44912.43,44926.43,974002
2025-08-21 11:10:00+00:00,44928.56,44940.29,44909.86,44922.82,968807
